ID;Code;Libellé;Stock.site;PVHT;PAHTBRUT;Fournisseur_id;Catégories
1;10000281; BOTTES NEO WATERQUEEN;2.000;48.29;23.94;58;206
2;10000274;CUISSARDE WATERQUEEN;1.000;66.5;36.3;58;206
3;43388257819;agility 2 10 3 wt;;58.25;30.29;37;14
4;43388257772;agility 2 10 7 wt;;74.92;38.95;37;14
5;43388257826;agility 2 96  7wt;;79.08;41.13;37;14
6;43388257925;agility 2 98;;70.75;36.79;109;14
7;43388257802;agility 2 fly 10  4 wt;;58.25;30.29;37;14
8;43388307729;agility rise 76 4 wt;;58.25;30.29;37;14
9;43388307743;agility rise 86 4wt;;58.25;30.29;37;14
10;43388257857;agility2 9 5;;62.42;32.46;37;14
11;3352210498700;aken evo spin 183cm 3/10gr;;74.17;34;42;30
12;3352210498717;aken evo spin 190cm 5/20gr;;78.33;35;42;30
13;3297830910419;alborella record 150 3004;;29.17;19.75;44;30
14;3352210530004;altima f1 600/5r1;;283.25;149.99;15;30
15;3297830015114;ashura the artist;;407.5;246;21;30
16;22255168748;biomaster C66ML;;107.5;42;46;30
17;4044641148963;boat rod;1.000;111.04;53.3;;
18;5055161861644;canne crossfire 135 ul;;24.17;12.6;9;30
19;10009093;canne driva 393-A;1.000;207.5;115;135;52
20;3297830561284;canne eau vive geres;;136.67;75.5;33;52
21;3297830601140;canne eau vive mane canyon;;69.08;39.5;33;52
22;3297830601041;canne eau vive mane extremis 500;;56.58;29.5;33;52
23;3297830601058;canne eau vive mane extremis 600;;74.92;39.05;33;52
24;3297830601034;canne eau vive manes extremis 400;;45.75;24.2;33;52
25;3297830589677;canne eau vive manes shallow 400;;35.75;19.5;33;52
26;3297830585860;canne eau vive mineral azurite 300;;70.83;37.95;33;52
27;3297830601331;canne eau vive mineral illmenite 400;;57.5;34.5;33;52
28;3297830601348;canne eau vive mineral illmenite 500;;99.17;45;33;52
29;3297830601355;canne eau vive mineral illmenite 600;;90.83;54.5;33;52
30;3297830601447;canne eau vive mineral spinelle 410;;74.92;42.5;33;52
31;3297830585853;canne eaux vive mineral azurite 270;;66.58;37.95;33;30,52
32;3297830584931;canne eaux vives drac 300;1.000;99.17;37;33;30,52
33;3297830600945;canne eaux vives manes compact 450;3.000;75.75;35.9;33;52
34;3297830567330;canne eaux vives manes rive 380;2.000;29.17;11.4;33;52
35;10007921;canne elite 10 3;1.000;466.67;280;133;14
36;10004654;canne evo cast 1.98m 5/18gr;1.000;178.33;107;121;30
37;10004647;canne evo cast 2.06m 7/28gr;;178.33;107;121;30
38;10004685;canne evo cast 2.13m 10/42gr;1.000;182.5;110;121;30
39;10004661;canne evo spin 1.92m 2/10gr;;165;99;121;30
40;10004678;canne evo spin 1.95m 3/14gr;;173.33;104;121;30
41;10004708;canne evo spin 1.98m 5/18gr;;178.33;107;121;30
42;3660393243605;canne exceller 602 xxhfb os;;74.92;41;9;30
43;3660393243537;canne exceller 63 t xhfs;;63.25;34;9;30
44;3660393242936;CANNE EXCELLER TOC 393 ML;1.000;91.58;54;9;52
45;3660393246729;canne exceller trout 4250 tri;;168.33;112;9;52
46;3297830538934;canne gunki plugin S 210H 10/40gr;;54.92;22;18;30
47;3297830538927;canne gunki plugin S190 M 5/20gr;;49.17;24.5;18;30
48;3297830589035;canne gunki shigeki c 190m/ml;;165.83;92;18;30
49;3297830568702;canne gunki yurai c 240xh;;99.17;49.5;18;30
50;3297830570439;canne invitation reaction control 190;;54.92;24.85;33;30
51;3297830570538;canne invitation reaction float 190;;58.25;23.9;33;30
52;3297830571474;canne invitation reaction nano swing 210;;47.92;28.5;33;30
53;3297830572884;canne invitation reaction target 240;;58.25;31.5;33;30
54;3297830570231;canne invitation reaction vertiline 190;;49.92;21.95;33;30
55;3297830571382;canne invitation reaction vortex 210 M;;57.42;30;33;30
56;3297830571399;canne invitation reaction vortex 240;;54.17;32;33;30
57;3297830590161;canne invitation transfert hard and soft 240mh;;54.17;32.5;33;30
58;3297830528157;canne iron t C 190 XXH chooten 42/120gr;1.000;182.5;109.5;18;30
59;3297830574611;canne iron t c 198 ml 3.5/15gr;1.000;124.17;69.5;18;30
60;3297830524449;canne iron t S 183 L chooten 3.5/07gr;;132.5;79.5;18;30
61;3297830574772;canne iron t s 183 l/ml 1.5/10gr;1.000;115.83;64.5;18;30
62;3297830574789;canne iron t s 190 ml 3/12gr;;120.83;67.5;18;30
63;3297830573119;canne iron t S 198 M 5/21gr;1.000;120.83;67.5;18;30
64;3297830524456;canne iron t S 198 ML chooten 3.5/14gr;1.000;149.17;89.5;18;30
65;3297830527945;canne iron t S 200 XH chooten 21/84gr;1.000;157.5;94.5;18;30
66;3297830573126;canne iron t S 210 MH 7/32gr;;124.17;69.5;18;30
67;3297830574796;canne iron t s 210 ml 3.5/15gr;;124.17;69.5;18;30
68;3297830524463;canne iron t S 210M chooten 7/21gr;1.000;145.83;87.5;18;30
69;3660124332219;canne jmc elite 10 2/3;1.000;365;109.5;22;14
70;3660124377654;canne jmc reflex 94/5 5brins;;190.83;103.05;22;14
71;3660124350756;canne jmc tentation 6 soie3/4 2 brins;;136.67;73.8;22;14
72;3660124377074;canne K10 synergie 10 4/5;;74.92;39.5;22;14
73;3660124377081;canne K10 synergie 10 7/8;4.000;74.92;40.7;22;14
74;3660124377104;canne K10 synergie 9 4/5;1.000;74.92;39.5;22;14
75;3556178004199;canne kontacto 160;;39.08;22.73;8;30
76;3556178008197;canne kontacto 180 tele ul;;41.58;24.46;8;30
77;3556178008180;canne kontacto 180 ul;;41.58;24.03;8;30
78;3660393243933;canne luvias toc 345 ml spx;;174.17;103;9;52
79;5055161878048;canne luvias toc 390 ml;;190.83;108;9;52
80;5055161878055;CANNE LUVIAS TROUT 50 RG AF;;140.83;91;9;52
81;3660393243957;canne luvias trout 50 rg scl;;145.83;95;9;52
82;5055161878062;canne luvias trout 60 rg af;;174.17;116;9;52
83;5055161878079;canne luvias trout 70 rg af;;214.17;145;9;52
84;3660393249201;canne luvias trout ags 393ml;;315.83;210;9;52
85;3660393246040;canne megaforce vairon 273 mfs;;49.96;29;9;30,52
86;3535650013485;canne mouche fly 90356 9 3brins 5-6;;70.75;33.88;4;14
87;3535650013492;canne mouche fly 96367 9.6 3 brins 6-7;;74.92;30.18;4;14
88;3660393248747;canne ninja x 702 lfs c ax 2/10gr 2.10m;;33.25;12.8;9;30
89;3660393239189;CANNE PRESSO I PRIMI 604 UL;;57.5;34;9;30
90;3660393244619;canne procaster 702 mhfs;;41.58;24;9;30
91;5055161880690;CANNE PROCASTER TROUT 40 TR;;45.75;24;9;52
92;5055161880713;CANNE PROCASTER TROUT 50 TR;2.000;58.25;31;9;52
93;5055161880737;CANNE PROCASTER TROUT 60 TR;2.000;66.58;38;9;52
94;3297830593087;canne redoutable digital 180;6.000;33.25;13.9;33;30
95;3297830544133;canne redoutable flow 165;;40.83;24.5;33;30
96;3297830544140;canne redoutable flow 180;;45.83;26;33;30
97;3297830828707;canne redoutable trout 1.80m;;32.42;14;33;30
98;3297830828509;canne redoutable trout medium 1.55l;;29.08;13;33;30
99;3660393242981;CANNE REGAL TOC 394 M AF;;74.17;39;9;52
100;3660393251365;canne samourai trout 423 ml;;40.83;21;9;52
101;3660393248358;canne samurai 120l;;20.79;11.6;9;30
102;3660393248365;canne samurai 150l;;22.46;12;9;30
103;3660393248372;canne samurai 180 l;;25.79;13.8;9;30
104;3297830589042;canne shigeki c 195;1.000;166.58;97.5;18;30
105;10006153;canne tactical pro 10 3/4;;391.67;233.12;94;14
106;3297830350505;canne tel classic 4m;;8.25;3.95;;
107;3660124349071;canne tentation 10 4/5;;174.17;94.05;22;14
108;3297830038083;canne titan carp tele 500;;47.92;26.6;;
109;3297830038090;canne titan carp tele 600;1.000;82.5;35.7;;
110;3297830596064;canne titan monster cat bank 300 250/500gr;4.000;82.5;37.9;33;30
111;3660124364746;canne TKR matsu 360;;124.17;67.05;;
112;3660393243810;canne tournament ags 12l;1.000;349.17;240;9;52
113;5055161878086;canne tournament ags 13 ml;1.000;349.17;266;9;52
114;5055161877461;canne triforce surf 42 t;;45.75;16.5;;
115;3297830520120;canne warm up C 190MH 10/28gr;;54.17;29.5;18;30
116;3297830520144;canne warm up C 220XH+ 28/84gr;1.000;62.5;34;18;30
117;3297830525118;canne warm up S 190M;1.000;49.17;27;18;30
118;3297830525125;canne warm up S 190MH 10/28gr;1.000;54.17;29.5;18;30
119;3297830525149;canne warm up S 210H 14/42gr;;57.5;31.5;18;30
120;3297830525132;canne warm up S 210M 7/21gr;1.000;54.17;29.5;18;30
121;3297830525156;canne warm up S 240MH 10/28gr;1.000;57.5;31.5;18;30
122;5055161874101;canne wilderness fly 863 5;;82.5;36;9;14
123;5055161874118;canne wilderness fly 903 5;;82.5;37;9;14
124;3297830568429;canne yurai C 190 MH 7/28gr;;99.17;49.5;18;30
125;3297830568627;canne yurai C 195 XH+ 30/80gr;;99.17;49.5;18;30
126;3297830568634;canne yurai C 198 XXH 40/140gr;;107.5;54.5;18;30
127;3297830568436;canne yurai C 210 H 10/35gr;;107.5;52.5;18;30
128;3297830567415;canne yurai S 183 ML 2/10gr;1.000;82.5;42.5;18;30
129;3297830567637;canne yurai S 190 MH 10/28gr;;90.83;44.5;18;30
130;3297830567620;canne yurai S 190M 5/20gr;;82.5;42.5;18;30
131;3297830568511;canne yurai S 195-XH+ 30/80gr;1.000;90.83;44.9;18;30
132;3297830569020;canne yurai S 210 H10/35gr;;99.17;49.5;18;30
133;3297830569013;canne yurai S 210 M-MH 5/25gr;;90.83;44.5;18;30
134;3297830568528;canne yurai S 240 XH 20/60gr;;99.17;49.5;18;30
135;3297830563875;cannes eaux vives 3.90feather weight;1.000;199.17;99;33;52
136;4969363360069;cardif ax S62UL-F;;224.17;141;46;30
137;3548400224581;CPP TORRENT INSIDE LINE;1.000;83.29;34.9;15;52
138;3352210536761;cpp torrent trc 480-5r2;1.000;79.08;39.9;15;52
139;3352210536778;cpp torrent trc 580-6r3;;82.5;37;15;52
140;5055161873876;crossfire 742 hmhfs 10/35gr;;37.42;16.8;9;30
141;5055161873869;crossfire 802 mhfs 7/28gr;;37.42;16.8;9;30
142;3297830031923;delivrance 198H FG heavy cranking spe;1.000;291.67;174;21;30
143;3297830015596;delivrance crusher 210;1.000;291.67;174;21;30
144;3297830584924;drac 275;;90.83;32;33;30,52
145;3535650010569;dracho streamer 9;1.000;99.17;0;4;14
146;3297830563882;eaux vives 3.90 4 brins feather wgt;;224.17;75;33;52
147;3297830561338;eaux vives claret 10-40gr;;62.42;27.9;33;52
148;3297830597382;eaux vives instinct 180L;;99.17;53.95;33;30
149;3297830597375;eaux vives instinct 180UL;;99.17;53.95;33;30
150;3297830597399;eaux vives instinct 190ML;1.000;115.83;59.5;33;30
151;3297830600341;eaux vives instinct 300mh;;104.17;56.95;33;30
152;3297830554729;eaux vives isere 3.90m 05/20gr;;65.83;22.46;33;52
153;3297830591786;eaux vives pure tactile 600;;165.83;95;33;52
154;3660393243445;exceller 662 mhfs 1.98m 7/28gr;;62.42;36;9;30
155;3352210455901;garbo precision FI 3.80m/5.80m;;249.92;132.12;15;52
156;3352210455796;garbo sprint fi;;149.17;80.09;15;52
157;3352210464477;GARBO TORRENT APPAT NAT;;49.92;25.2;15;52
158;3352210455888;garboline precision FI 490;;208.25;112.01;15;52
159;3352210456229;garbospin starter vm;;45.75;25.56;15;30,52
160;3352210456045;garbotoc sprint an;;83.25;46.69;15;52
161;3352210455635;GARBOTOC SPRINT RC LIEGE;;63.25;32.84;15;52
162;3352210455727;gorboline pyreneenne;;183.25;98.01;15;52
163;4044641148987;heavy duty 240;;49.92;25.35;91;30
164;4044641148994;heavy duty 270;;54.08;27.3;91;30
165;4044641149007;heavy duty 300;;61.58;29.25;91;30
166;4044641148970;inline 210;;61.58;29.25;91;30
167;3297830590154;invitation hard soft 210mh 10-30gr;;54.17;29.5;33;30
168;3297830571375;invitation reaction vortex 210ML;;49.92;26.75;33;30
169;3297830581800;invitation transfer cast 180l;;49.17;24.75;33;30
170;3297830581817;invitation transfer cast 210 ml;;54.17;26.55;33;30
171;3297830581824;invitation transfert cast 210M 05/18gr;;54.17;29.5;33;30
172;3297830581831;invitation transfert cast 240m 07-21gr;;62.5;32.5;33;30
173;3297830590147;invitation transfert hard soft 190m/mh;;49.17;27.5;33;30
174;3297830578114;invitation transfert hard soft 210 h;;60;32.5;33;30
175;3297830578251;invitation transfert power 230xh+;;62.5;34.5;33;30
176;3297830577018;invitation transfert vertical 190mh;1.000;54.17;29.5;33;30
177;3535650016158;ioda 10p/4 popper 200gr 3.05m;;215.83;103.6;71;30
178;3535650015953;ioda 62VT 1.88m 10.5/21gr;;82.5;41.3;71;30
179;3535650015908;ioda 63kl jerkbait light 1/5 grs;;74.17;36.96;71;30
180;3535650015915;ioda 65ft float tube 7/17grs;;82.5;41.3;71;30
181;3535650016004;ioda 66LS 1.98m 14/28gr casting;;74.17;35.6;71;30
182;3535650016011;ioda 66LS 1.98m 28/42gr casting;;74.17;35.6;71;30
183;3535650015960;ioda 66ls 3.5/7gr 1.98m;;74.17;36.96;71;30
184;3535650015977;ioda 66ls leurre souple 17/28grs;;74.17;35.6;71;30
185;3535650015984;ioda 66ls leurre souple 28/42grs;;74.17;35.6;71;30
186;3535650014222;ioda 66sb 5/14gr 1.98m;;82.5;41.3;71;30
187;3535650016035;ioda 67bb big bait 56/112grs;;90.83;43.6;71;30
188;3535650015069;ioda 68-71ch casting 60-120gr;;140.83;67.6;71;30
189;3535650015052;ioda 68-71sh 60-120gr;;140.83;67.6;71;30
190;3535650016196;ioda 68crk 7/21gr 2.00m casting;;74.17;36.96;71;30
191;3535650016189;ioda 70jkl 3/5gr 2.10m 4 brins;;82.5;41.3;71;30
192;3535650016059;ioda 72f finesse spinning;;65.83;31.6;71;30
193;3535650015120;ioda 76A-4 40/80gr 2.29m 4 brins;;158.25;86.33;71;30
194;3535650014871;ioda fb61m 1.85m 3.5-15gr;;149.92;47;71;30
195;3535650014888;ioda fb68m 2.03m 5-15gr;1.000;149.92;0.01;71;30
196;3535650018084;ioda spinning 2.1m 3-5gr;;66.63;34.35;71;30
197;3535650018206;ioda spinning travel trout 1.5m 1-5gr;;41.63;21.69;71;30
198;3535650018213;ioda spinning trout travel 1.80m 1-5gr;1.000;45.79;23.86;71;30
199;3297830528041;iron t S 183 MH chooten 10/28gr;1.000;140.83;84.5;18;30
200;3660124350923;jmc competition 10 soie 7;1.000;332.5;159.6;22;14
201;3556178013160;kontacto evo camo 140 0.5/5gr;;49.92;23.07;8;30
202;3556178013177;kontacto evo camo 160 0.5/5gr;;51.58;24.19;8;30
203;3556178013184;kontacto evo camo 180 0.5/5gr;;51.58;23.51;8;30
204;5706301518453;madcat cat-stick 2.70m 150/300gr;;74.08;42;91;30
205;4044641161689;microflex 1.7 grs 1.90m;;70.75;39.6;10;30
206;4044641161696;microflex 1.7grs 2.30;;76.58;42;10;30
207;4044641161702;microflex 2.10grs 1.90;;74.08;40.8;10;30
208;4044641161719;microflex 2.10grs 2.30;;79.08;43.2;10;30
209;4044641161726;microflex 3.15grs 1.90;;76.58;41.4;10;30
210;4044641161733;microflex 3.15grs 2.30;;81.58;43.8;10;30
211;3297830912727;mini record 30 3009;;19.92;8.96;;
212;3352210543639;mustang vairon manie 3m 5/25gr;;58.25;34.1;15;30,52
213;3352210543622;mustang vairon manié 2.7m 5/25gr;;55.75;32.6;15;30,52
214;3297830346720;nanoflex parallel 755 sw 13m;;600;599.5;;
215;8717009822282;nasci bx 611 ML 5/20gr;;65.83;35.5;46;30
216;8717009822336;nasci bx 711 MH 10/40gr;;74.92;44.5;46;30
217;5706301527400;nova spin 1.65m 1/8grs;;45.75;22.75;10;30
218;5706301527417;nova spin 1.80m 5/15grs;;46.58;23.07;10;30
219;5706301527424;nova spin 1.80m 7/21grs;;47.42;23.4;10;30
220;3297830569921;oceaner multi surf 420;;32.42;14.9;;
221;3297830566876;oceaner perform surf 420;;79.96;43;;
222;3297830235642;pack ares 200 11 m top 3;;165.83;89.55;;
223;3297830235635;pack ares 200 9 m top 3;;149.17;80.55;;
224;10005484;pack nano parallel 795 sw;1.000;1500;1200;;
225;3297830813994;pack power king 71 11m top 3;;217.42;117.5;;
226;4044641134157;palladium 4.10m 5-10gr;;62.96;33.6;;
227;3297830322144;partner black ops 12ft 3.00lb;5.000;62.42;30.9;;
228;3297830538972;plugin C-MH 190 10/35gr;;45.75;24.95;18;30
229;3535650013362;power pulse 330 max 150grs;;48.25;24;;
230;3660393248600;powermesh trout 393 l;;120;78;9;52
231;5055350297209;prism lite spin 180cm 2/8gr;1.000;83.33;49.99;125;30
232;5055350297230;prism medium lite spin 210cm 3/14gr;1.000;83.33;49.99;125;30
233;5055350297247;prism medium spin 195cm 5/21gr;1.000;83.33;49.99;125;30
234;5055350297254;prism medium spin 210cm 5/21gr;1.000;83.33;49.99;125;30
235;5055350297490;prism pike cast 235cm 80/170gr;1.000;99.99;59.99;125;30
236;5055350297377;prism power spin x 240cm 20/80gr;1.000;95.83;57.49;125;30
237;5055350297322;prism predator spin 210cm 10/35gr;1.000;91.66;55;125;30
238;5055350297506;prism vertical cast 185cm up to 50gr;;74.99;44.99;125;30
239;5055350297223;prism vertical spin 185cm up to 50gr;;83.33;49.99;125;30
240;5055350297445;prism zander cast 210cm 5/21gr;1.000;83.33;49.99;125;30
241;5055350297278;prism zander pro spin 195cm 7/28gr;1.000;83.33;49.99;125;30
242;5055350297285;prism zander pro spin 210cm 7/28gr;;83.33;49.99;125;30
243;3535650013553;prospin v2 3.3 1.00m 3/5grs;;34.92;17.4;4;30
244;3535650013560;prospin v2 5 1.50m 3/5grs;;37.42;18.6;4;30
245;4044641134478;pts x-pert vairon 2.65m 8/25gr 3pcs;;58.25;29.9;10;30,52
246;4044641134485;pts x-pert vairon 2.95m 8/25gr 3pcs;;62.42;31.2;10;30,52
247;3297830550189;rafale alive 3.5m50/150gr;5.000;37.42;14.9;;
248;3535650013447;rando truite 1.20m 3-5gr;;33.25;16.63;4;30
249;3535650013416;rando truite 1.50m 3-5gr;;37.42;17.86;4;30
250;3535650013423;rando truite 180 tele 3-5gr;;58.25;29.26;4;30
251;3352210463210;red lure 210 15/50g;;38.29;18.8;15;30
252;3352210463227;red lure 240 15/50;;41.63;19.8;15;30
253;3352210463234;red lure 270 LH 15/50g;;46.63;20.8;15;30
254;3352210543547;red lure evolution;;33.25;17;15;30
255;3297830537760;redoutable argos 120M 10/30gr;;54.08;27;33;30
256;3297830537777;redoutable argos 210H 20/50gr;;54.08;28.5;33;30
257;3297830537753;redoutable argos 210ML 3/15gr;;54.08;27;33;30
258;3297830542252;redoutable mini spin 150;;41.58;21.5;33;30
259;3297830542269;redoutable mini spin 180;;41.58;21.57;33;30
260;3297830542276;redoutable mini spin 210;;45.75;23.98;33;30
261;3297830593384;redoutable reflex 210M;;38.25;21;33;30
262;3297830592271;redoutable reflex 240H;;41.58;18.5;33;30
263;3297830591885;redoutable reflex 270H;;44.08;20;33;30
264;3352210550712;river runner an srs 390;;58.25;27.56;15;52
265;22021605019;rod avocet bombard2 t-430 10/35;2.000;49.92;26.35;;
266;22021605057;rod avocet pb 282 15/60 manie;;45.75;23.93;28;30,52
267;22021604975;rod avocet pb 303 5/25 vairon;;41.58;21.23;28;30,52
268;22021604890;rod avocet pb t-300 30/10;;29.92;13.99;;
269;22021604982;rod avocet pb t-330 5/25 travel trout;;49.92;24.69;28;52
270;10000311;rod avocet pb t-350 50/15;;34.92;17.42;28;52
271;22021604999;rod avocet pb t-360 5/25 travel trout;;49.92;26.34;28;52
272;22021605002;rod avocet pb t-400 10/35 bombard 1;1.000;49.92;25.63;28;52
273;22021605040;rod avocet pb T-400 20/65 bomb travel;;49.92;24.37;28;52
274;22021605026;rod avocet pb T-450 20/50 bombard 3;;45.75;21.84;28;52
275;10008058;rod mx 10 3 pieces;1.000;412.5;247.5;139;14
276;10008096;rod mx 102 4 pieces;1.000;412.5;247.5;139;14
277;10008065;rod mx 1032 3 pieces;1.000;412.5;247.5;139;14
278;10008072;rod mx 1053 4 pieces;1.000;412.5;247.5;139;14
279;10008089;rod mx 963 pieces;;412.5;247.5;139;14
280;36282341555;rod veritas v2 661m 30grs cast;;87.42;50.05;2;30
281;36282341661;rod veritas v2 662m 30grs spin;;95.75;55.55;2;30
282;3660393251358;samourai trout 393 ml;;38.33;19.8;9;30
283;4044641133358;sensomatch trx 800;;79.08;37.95;;
284;5706301485069;sg parabellum CC UL 63 190cm 05/5gr;;74.92;43.2;;
285;5706301485076;sg parabellum CC UL 71 215cm 0/7gr;;83.25;48;;
286;3297830592622;shigeki S-190 L;;157.5;60;;
287;3660393249157;silver creek trout 60r;;215.83;152;9;52
288;3297830120870;soyuz 600 tele;2.000;52.42;19.95;;
289;3297830120863;soyuz tele 500;;37.42;21;;
290;22255115186;speedmaster ax cast jj 180h;;105;25;46;30
291;4044641149021;spin 270;;53.25;25.35;91;30
292;3352210493521;sportisimo neo spnc-662mh 1.98m 7/28gr;;99.92;47.96;42;30
293;3352210493484;sportisimo neo spns-702mh 2.13m 10/35gr;;99.92;47.96;42;30
294;3352210493477;sportism neo spns-702m 2.13m 5/20gr;;99.92;47.96;42;30
295;3297830596644;street fishing s 198 l;;87.5;43;18;30
296;3297830593827;street fishing s 210 l;;90.83;49.5;18;30
297;3297830596651;street fishing s 210 ml;;90.83;49.5;18;30
298;10001585;tactical lx 10 4;;315.83;198;94;14
299;8717009823951;technium cast 63 M 14/35gr;;115.83;65;46;30
300;8717009823968;technium cast 70 H 21/56gr;1.000;115.83;65;46;30
301;8717009823982;technium cast 72 XXH 56/170gr;;132.5;75;46;30
302;8717009823838;technium spin 61 L 3/14gr;;115.83;60;46;30
303;8717009823852;technium spin 61 M 7/35gr;;115.83;60;46;30
304;8717009823845;technium spin 63 ML 7/21gr;;115.83;60;46;30
305;3297830120979;tele match carpe 420;2.000;79.08;29.95;;
306;3352210463197;telecaster 3.6m 80/150gr;;58.25;26;;
307;3660124369666;tentation 10 soie 3/4;;174.17;94.05;22;14
308;3660124349057;tentation 9 soie 4/5;;165.83;89.55;22;14
309;3297830038106;titan carp tele 700;1.000;100;43.75;;
310;3297830596040;titan monster cat bank 250-500gr 240cm;;69.92;37.5;33;30
311;3297830572983;titan monster cat lure 270;4.000;57.5;27.9;33;30
312;3352210463258;TORENT TR 580 6 R3;;74.96;34.7;15;52
313;3352210557513;torrent appats naturel 390;;58.25;24.9;15;52
314;3548400224604;torrent inside line tr c pro 4904r1fi;1.000;132.5;49.9;15;52
315;3352210463241;TORRENT TR PRO 480 5 R2;;58.29;26.7;15;52
316;3352210463265;torrent trc pro 4.2m compacte;;57.5;29;15;52
317;3352210536792;torrent trc pro 4.8m compacte;1.000;66.58;29.9;15;52
318;5055161861361;triforce bombette 43TH;;37.42;16;;
319;5055161879335;triforce bombette 43TXH;;37.42;16;;
320;3660393255516;trout force 3.53 M;;223.33;134;;
321;3660393255509;trout force toc 395 M;;216.67;130;121;52
322;3297830023492;uk fighting top carp 2 sections;9.000;83.25;35;;
323;10005255;utopia spinning 1.80m 3/10gr 4brins;1.000;190.83;92;121;30
324;3535650013720;vairon manie 2.4m 8-30gr;;66.58;35.42;4;30,52
325;8717009787666;vengeance ax slim te 300 40-80;;36.58;0.01;46;30
326;22255136341;vengeance slim te 300 h;;37.42;14;46;30
327;4044641149045;vertical 190;;64.08;30.55;91;30
328;3352210550637;wild stream fi srs 600-5r2;;208.25;111.92;15;52
329;4044641141902;yagi 1.90m 5/20grs;;37.42;17.52;10;30
330;4044641142008;yagi 1.98m 15/53grs;;36.58;16.22;10;30
331;4044641141926;yagi 1.98m 7/28grs;;38.25;18.82;10;30
332;4044641141933;yagi 1.98m 7/28grs BC;1.000;43.25;19.55;10;30
333;4044641141957;yagi 2.10m 12/42grs;;38.25;16.87;10;30
334;4044641141964;yagi 2.10m 12/42grs bc;1.000;47.42;23.37;10;30
335;4044641141940;yagi 2.10m 7/28grs;;40.75;20.12;10;30
336;4044641142015;yagi 2.20m 15/53grs;;39.92;17.52;10;30
337;4044641142022;yagi 2.20m 15/53grs bc;;48.25;24.02;10;30
338;4044641141971;yagi 2.40m 12/42grs;;41.58;18.17;10;30
339;4044641142039;yagi 2.44m 15/53grs;;41.58;18.17;10;30
340;4044641141988;yagi 2.59m 12/42grs;;43.29;18.82;10;30
341;4044641141995;yagi 2.74m 12/42grs;;46.63;20.12;10;30
342;4044641142046;yagi 2.74m 42/84grs;;46.63;20.12;10;30
343;4044641155602;yagi 42/120grs 2.20m;;44.08;20.55;10;30
344;CARNASSIER;;;;;;
345;3359221097069;3 barils + agr italienne n°12 3545bk;;1.79;0.7;57;40
346;3359221098066;3 barils+agr italienne 3545bk n°14;;1.79;0.7;57;40
347;3520519852268;3 hameçons texan quick lead 4/0;5.000;2.92;1.51;68;39
348;3520519852282;3 hameçons texan quick lead 6/0;;2.92;1.51;68;39
349;5706301471109;3d crayfish stand up L12gr;1.000;6.04;3.2;102;39
350;5706301471093;3d crayfish stand up S6gr;;6.04;3.2;102;39
351;3520519852039;4 hameçons jig clip lead 5/0;1.000;2.17;1.12;68;39
352;3520519852053;4 hameçons jig clip lead 6/0;4.000;2.42;1.24;68;39
353;5706301422026;4play weedlees hook L 7/0;;6.88;3.68;102;39
354;5706301422019;4play weedless hook M 4/0;2.000;6.04;3.2;102;39
355;5706301422002;4play weedless hook S 1;2.000;5.33;2.88;102;39
356;3520513004731;6 agrafes inox rapide N°6;;3.25;1.64;68;40
357;2073100727038;7 brins gainés 3 kg;6.000;1.5;0.5;54;38
358;3359221602065;7238bn T4;4.000;2.92;1.47;;
359;2073100927094;7x7 bri,s non gainés+emerillon 9kg;;1.96;0.5;54;38
360;2073100927124;7x7 brins non gainés+emerillon 12kg;;1.96;0.5;54;38
361;2073100927049;7x7 brins non gainés+emerillon 4kg;;1.96;0.5;54;38
362;2073100927063;7x7 brins non gainés+emerillon 6kg;;1.96;0.5;54;38
363;8901724346400;a tangle 25cm souple x3+safety clip;2.000;1.67;0.53;;
364;4512101976888;accroche leurre ehkm;;8.75;5.25;45;40
365;8809408359008;accroche leurres;6.000;3.75;2.24;31;40
366;3561940019530;activ jig m 103 fire tiger 15gr;;4.5;2.25;;
367;3760001037142;aerateur +pile allume cigare;;16.63;6.9;;
368;3297830060589;aerateur 152v pile;;12.42;6.95;;
369;3760001037241;aerateur 220v;5.000;8.29;3.1;;
370;3760001037944;aerateur double vitesse etanche;;8.29;3.35;;
371;5341100083032;aerateur etanche;;9.54;5.55;;
372;3760001037135;aerateur std;1.000;6.63;2.6;;
373;3359220346069;agrafe duolock t0;;1.54;0.61;57;40
374;3359220347066;agrafe duolock t1;;1.54;0.61;57;40
375;3359220348063;agrafe duolock t2;;1.54;0.61;57;40
376;3359220349060;agrafe duolock t3;4.000;1.54;0.61;57;40
377;3297830643249;agrafe secure 0;5.000;1.58;0.63;33;40
378;3297830643195;agraffe double bln 0;10.000;1.67;0.57;33;40
379;3297830643188;agraffe double bln 00;6.000;1.67;0.57;33;40
380;3297830643201;agraffe double bln 1;10.000;1.67;0.57;33;40
381;3297830643218;agraffe double bln 2;4.000;1.67;0.57;33;40
382;3297830643232;agraffe double bln 3;4.000;1.67;0.57;33;40
383;3297830642952;agraffe hyper secure taille 2;3.000;2.25;0.88;33;40
384;3359220268064;agraffe inox;4.000;2.46;0.99;57;40
385;3359220269061;AGRAFFE INOX 1;4.000;1.83;0.99;58;40
386;3359220270067;AGRAFFE INOX 2;7.000;1.83;0.99;58;40
387;3359221113066;AGRAFFE INOX 3;5.000;1.83;0.99;58;40
388;3297830643256;agraffe secure 1;4.000;1.58;0.63;33;40
